success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,sona_id,rt,response,type_of_trial,subject,id,stimulus,all_responses,accuracy,words,clue,board,pragmatics,accessibility,clue_type,is_seen,correct,age,gender,education,question_order,race,ethnicity,hand,alert,english,anything_else,first_language,age_learned
true,false,[],[],[],preload,0,22,0.0-0.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,survey-text,1,4089,0.0-1.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,4058,"{""id"":""FM""}",id,14722,FM,,,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,2,27724,0.0-2.0-0.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,23631,0,instructions,14722,,"<p style='font-size: 20px; padding-right: 10%; padding-left: 10%'> Welcome to the Connector experiment, and thank you for choosing to participate! <br> <br> Please read the following instructions so that you know how to play the game: <br> <br> You will be shown a board of 20 words. In addition to the board, you will see a clue. You should think of this clue as coming from a friend or teammate, who is trying to indicate two of the words on the board without directly saying either of them. So, your goal is to interpret the clue and select the two words that you think are the most likely targets for that clue. <br> <br> You will see a wide variety of clues. Keep in mind that some clues are better than others, but all clues are intended to point you toward two of the words on the board. If you are ever unfamiliar with a word, please do not pause to look it up, as this will interfere with the data. Instead, please use the knowledge you already have and make selections to the best of your ability, as this will give the most authentic response. </p>",,,,,,,,,,,,,,,,,,,,
,,,,,html-button-response,3,55441,0.0-2.0-1.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,27714,0,instructions,14722,,"<p style='font-size: 20px; padding-right: 10%; padding-left: 10%'> For example, consider the board below. Here, the clue is FOOD, and our player currently has FAMINE and CALORIE selected. <br> <br> <img src='example.png' style='border: 2px solid black'> <br> <br> When you are playing, simply click on words to select them. The words you click will turn green as a confirmation that they have been selected. If you accidentally click a word, or if you wish to change your choice, simply click a selected word to unselect it, and it will go back to gray. When exactly two words are selected, the Enter Responses button will illuminate. Once you are satisfied with your choices, click the Enter Responses button, and the experiment will automatically move to the next trial. <br> <br> To familiarize you with the game, there are four practice trials. As you play the game, be sure to attend to both speed and accuracy. In other words, make guesses that you think are likely to be correct, but don't linger too long on any one board. When you are ready, click the button below to begin. <br> <br> There will be a pause between the practice trials and the experimental trials. </p>",,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,4,56446,0.0-3.0-0.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,null,null,fixation,14722,,<p style='font-size: 48px;'>+</p>,,,,,,,,,,,,,,,,,,,,
,,,,,connector,5,63298,0.0-3.0-1.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,6848,"[""SUPERNATURAL"",""SHADOWY""]",practice,14722,,SPOOKY,"[""SUPERNATURAL"",""SHADOWY""]",0,scary-supernatural,spooky,"[""SCARY"",""VINTAGE"",""MINTS"",""MICROSCOPE"",""MAIZE"",""ENSEMBLE"",""KNOCK"",""SHADOWY"",""PAINKILLER"",""PAL"",""SKI"",""VALID"",""AIMLESS"",""FLORAL"",""SUPERNATURAL"",""UNDERDOG"",""PRESSURE"",""SINCERE"",""SUBMISSION"",""PAYBACK""]",0.000186499,75,high_a_high_p,,,,,,,,,,,,
,,,,,html-keyboard-response,6,64301,0.0-3.0-0.1,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,null,null,fixation,14722,,<p style='font-size: 48px;'>+</p>,,,,,,,,,,,,,,,,,,,,
,,,,,connector,7,71651,0.0-3.0-1.1,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,7346,"[""FLIGHTY"",""FEATHER""]",practice,14722,,PEACOCK,"[""FLIGHTY"",""FEATHER""]",0,feather-toucan,peacock,"[""GIANT"",""CATS"",""POSTERIOR"",""FOOTWEAR"",""MUFFLED"",""DONKEY"",""ENGAGE"",""CLIFF"",""FLIGHTY"",""RITUAL"",""FEATHER"",""FOOLISH"",""WALKING"",""WHO"",""ENERGETIC"",""FORTIFY"",""MENACE"",""TOUCAN"",""SURRENDER"",""NONCHALANT""]",0.000183463,15,high_a_high_p,,,,,,,,,,,,
,,,,,html-keyboard-response,8,72655,0.0-3.0-0.2,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,null,null,fixation,14722,,<p style='font-size: 48px;'>+</p>,,,,,,,,,,,,,,,,,,,,
,,,,,connector,9,80506,0.0-3.0-1.2,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,7849,"[""ATTRACT"",""BOYFRIEND""]",practice,14722,,ROMANCE,"[""ATTRACT"",""BOYFRIEND""]",0,dating-boyfriend,romance,"[""WINDOW"",""PILE"",""HAIL"",""BOYFRIEND"",""LEGEND"",""WIMP"",""LAP"",""CREVASSE"",""VISUALIZE"",""DATING"",""BUST"",""BOTHER"",""ATTRACT"",""MULTICULTURAL"",""GEL"",""EVANGELICAL"",""INTRUSIVE"",""PUDDLE"",""SCALES"",""BICEPS""]",0.000165017,34,high_a_high_p,,,,,,,,,,,,
,,,,,html-keyboard-response,10,81510,0.0-3.0-0.3,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,null,null,fixation,14722,,<p style='font-size: 48px;'>+</p>,,,,,,,,,,,,,,,,,,,,
,,,,,connector,11,91536,0.0-3.0-1.3,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,10024,"[""LIFEGUARD"",""LIGHTENING""]",practice,14722,,SWIMMER,"[""LIFEGUARD"",""LIGHTENING""]",0,lifeguard-boating,swimmer,"[""THRIFTY"",""STRIP"",""FOREVER"",""PERIMETER"",""GREED"",""TAKEOVER"",""TAPS"",""REJOICE"",""DIAGONAL"",""GUMMY"",""STONE"",""RECEIVER"",""DECOMPOSITION"",""ORANGES"",""ADMISSION"",""MISFORTUNE"",""BOATING"",""LIFEGUARD"",""LIGHTENING"",""RETIREMENT""]",0.000168199,18,high_a_high_p,,,,,,,,,,,,
,,,,,html-button-response,12,97506,0.0-4.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,5967,0,move_to_experiment,14722,,"<p style='font-size: 20px; padding-right: 10%; padding-left: 10%'> This concludes the practice trials. <br> <br> When you are ready, please click the button below, and the experiment will automatically move you through the 60 experimental trials. <br> <br> NOTE: At random times during the experiment, you will be asked to recall the clue from the trial that you just completed. Make sure to pay attention, as missing any of these comprehension checks will discount all of your data. </p>",,,,,,,,,,,,,,,,,,,,
,,,,,html-keyboard-response,13,98510,0.0-5.0-0.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,null,null,fixation,14722,,<p style='font-size: 48px;'>+</p>,,,,,,,,,,,,,,,,,,,,
,,,,,connector,14,107142,0.0-5.0-1.0,21,3,2023-03-10 00:25:55,a36334bc01f1c5e0abd0a9896a30f3f3,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",Macintosh,Safari,16.3,OS X,10_15_7,41962,8628,"[""BEARING"",""RELATIONSHIP""]",experiment,14722,,UNCOUTH,"[""BEARING"",""RELATIONSHIP""]",0,foul-repugnant,uncouth,"[""REPUGNANT"",""LEAFY"",""BEARING"",""ADDED"",""DORMANT"",""RIFT"",""BAD"",""FOUL"",""NEPHEW"",""REVOLVER"",""RELATIONSHIP"",""BLOOD"",""OLDER"",""PISTON"",""EVERGREEN"",""KEEN"",""ELEVATE"",""SAMENESS"",""HIT"",""SISTER""]",0.0000904,1,low_a_low_p,,,,,,,,,,,,
